"filename", "language", "Markdown", "JavaScript", "SCSS", "JSON", "Vue", "XML", "CSS", "HTML", "comment", "blank", "total"
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\uni_modules\uni-list\components\uni-list-item\uni-list-item.json", "JSON", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\uni_modules\uni-list\components\uni-list\uni-list.js", "JavaScript", 0, 114, 0, 0, 0, 0, 0, 0, 53, 46, 213
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\uni_modules\uni-list\components\uni-list\uni-list.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\uni_modules\uni-popup\components\uni-popup\uni-popup.js", "JavaScript", 0, 371, 0, 0, 0, 0, 0, 0, 113, 119, 603
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\uni_modules\uni-popup\components\uni-popup\uni-popup.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\uni_modules\uni-transition\components\uni-transition\uni-transition.js", "JavaScript", 0, 284, 0, 0, 0, 0, 0, 0, 62, 55, 401
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\uni_modules\uni-transition\components\uni-transition\uni-transition.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\project\project-rjwm-weixin-uniapp\utils\common.js", "JavaScript", 0, 55, 0, 0, 0, 0, 0, 0, 10, 0, 65
"d:\project\project-rjwm-weixin-uniapp\utils\env.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 5, 1, 7
"d:\project\project-rjwm-weixin-uniapp\utils\index.js", "JavaScript", 0, 97, 0, 0, 0, 0, 0, 0, 66, 9, 172
"d:\project\project-rjwm-weixin-uniapp\utils\request.js", "JavaScript", 0, 36, 0, 0, 0, 0, 0, 0, 6, 3, 45
"d:\project\project-rjwm-weixin-uniapp\utils\stomp.js", "JavaScript", 0, 440, 0, 0, 0, 0, 0, 0, 19, 38, 497
"d:\project\project-rjwm-weixin-uniapp\utils\webscoket.js", "JavaScript", 0, 50, 0, 0, 0, 0, 0, 0, 0, 10, 60
"d:\project\project-rjwm-weixin-uniapp\小程序开发流程.md", "Markdown", 52, 0, 0, 0, 0, 0, 0, 0, 0, 39, 91
"Total", "-", 2317, 110896, 2726, 4845, 20619, 378, 500, 24, 9795, 12270, 164370
